"","County_FIPS_Code","State_FIPS_Code","CHSI_County_Name","CHSI_State_Name","CHSI_State_Abbr","Strata_ID_Number","Strata_Determining_Factors","Number_Counties","Population_Size","Population_Density","Poverty","Age_19_Under","Age_19_64","Age_65_84","Age_85_and_Over","White","Black","Native_American","Asian","Hispanic","No_HS_Diploma","Unemployed","Sev_Work_Disabled","Major_Depression","Recent_Drug_Use","Ecol_Rpt","Ecol_Rpt_Ind","Ecol_Exp","Salm_Rpt","Salm_Rpt_Ind","Salm_Exp","Shig_Rpt","Shig_Rpt_Ind","Shig_Exp","Toxic_Chem","Carbon_Monoxide_Ind","Nitrogen_Dioxide_Ind","Sulfur_Dioxide_Ind","Ozone_Ind","Particulate_Matter_Ind","Lead_Ind","EH_Time_Span","No_Exercise","Few_Fruit_Veg","Obesity","High_Blood_Pres","Smoker","Diabetes","Uninsured","Elderly_Medicare","Disabled_Medicare","Prim_Care_Phys_Rate","Dentist_Rate","Community_Health_Center_Ind","HPSA_Ind","A_Wh_Comp","A_Bl_Comp","A_Ot_Comp","A_Hi_Comp","A_Wh_BirthDef","A_Bl_BirthDef","A_Ot_BirthDef","A_Hi_BirthDef","B_Wh_Injury","B_Bl_Injury","B_Ot_Injury","B_Hi_Injury","B_Wh_Cancer","B_Bl_Cancer","B_Ot_Cancer","B_Hi_Cancer","B_Wh_Homicide","B_Bl_Homicide","B_Ot_Homicide","B_Hi_Homicide","C_Wh_Injury","C_Bl_Injury","C_Ot_Injury","C_Hi_Injury","C_Wh_Homicide","C_Bl_Homicide","C_Ot_homicide","C_Hi_Homicide","C_Wh_Suicide","C_Bl_Suicide","C_Ot_Suicide","C_Hi_Suicide","C_Wh_Cancer","C_Bl_Cancer","C_Ot_Cancer","C_Hi_Cancer","D_Wh_Injury","D_Bl_Injury","D_Ot_Injury","D_Hi_Injury","D_Wh_Cancer","D_Bl_Cancer","D_Ot_Cancer","D_Hi_Cancer","D_Wh_HeartDis","D_Bl_HeartDis","D_Ot_HeartDis","D_Hi_HeartDis","D_Wh_Suicide","D_Bl_Suicide","D_Ot_Suicide","D_Hi_Suicide","D_Wh_HIV","D_Bl_HIV","D_Ot_HIV","D_Hi_HIV","D_Wh_Homicide","D_Bl_Homicide","D_Ot_Homicide","D_Hi_Homicide","E_Wh_Cancer","E_Bl_Cancer","E_Ot_Cancer","E_Hi_Cancer","E_Wh_HeartDis","E_Bl_HeartDis","E_Ot_HeartDis","E_Hi_HeartDis","F_Wh_HeartDis","F_Bl_HeartDis","F_Ot_HeartDis","F_Hi_HeartDis","F_Wh_Cancer","F_Bl_Cancer","F_Ot_Cancer","F_Hi_Cancer","LCD_Time_Span","ALE","US_ALE","All_Death","US_All_Death","Health_Status","US_Health_Status","Unhealthy_Days","US_Unhealthy_Days"
"27","053","01","Escambia","Alabama","AL",51,"frontier status, population size, poverty, age, population density",33,38082,40,18.6,24.4,61.4,12.5,1.7,64.3,31.7,2.9,0.3,1,8120,721,1763,2165,1834,1,4,0,51,4,38,25,4,21,2302304,1,1,1,1,1,1,NA,34.3,87.1,33.7,NA,26.1,11.4,6490,5064,1476,57.8,26.3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,12,NA,NA,NA,13,NA,NA,14,19,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,32,21,NA,NA,31,32,NA,NA,32,28,62,NA,20,20,14,NA,NA,73.2,76.5,1042.6,898.6,31.2,17.1,7.5,6
"28","055","01","Etowah","Alabama","AL",6,"frontier status, population size, poverty",53,103189,193,15.7,24,60.3,13.9,1.8,83.8,14.6,0.3,0.5,2.4,18341,1982,4505,5897,4895,0,3,3,35,3,49,8,3,31,1619985,1,1,1,1,1,1,NA,34.1,81.4,27.1,38.2,31.5,10.2,16180,15265,4508,72.7,42.6,1,2,25,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,17,NA,NA,11,NA,NA,NA,23,21,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,29,21,NA,NA,34,37,NA,NA,32,28,NA,NA,19,22,NA,NA,NA,73.5,76.5,1091.5,898.6,24.1,17.1,8,6
"29","057","01","Fayette","Alabama","AL",63,"frontier status, population size, poverty, age, population density",32,18228,29,16.1,23.5,60.4,13.6,2.4,87.4,11.8,0.2,0.3,0.9,4298,315,931,1049,862,0,3,2,32,4,24,1,3,6,71686,1,1,1,1,1,1,NA,NA,NA,32.7,NA,21.2,12.7,2358,2544,731,60.3,16.5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,21,19,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,14,NA,NA,31,35,NA,NA,31,36,NA,NA,39,37,NA,NA,19,20,NA,NA,NA,73.9,76.5,979.6,898.6,32.7,17.1,10,6
"30","059","01","Franklin","Alabama","AL",49,"frontier status, population size, poverty, age, population density",35,30737,48,17.4,24.6,60.2,13.7,1.5,94.1,4.2,0.4,0.6,10.7,7922,664,1479,1742,1456,0,3,2,26,4,20,4,4,6,93630,1,1,1,1,1,1,NA,28.9,85.5,NA,NA,NA,7.2,5977,4871,1320,35.8,22.8,1,2,50,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,20,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,30,NA,NA,29,35,NA,NA,35,31,NA,NA,19,22,NA,NA,NA,73.6,76.5,1091.7,898.6,25,17.1,NA,6
"31","061","01","Geneva","Alabama","AL",64,"frontier status, population size, poverty, age, population density",41,25735,45,17.6,22.9,59.9,15.1,2.1,87.8,10.8,0.7,0.2,2,6209,409,1293,1492,1218,2,4,3,69,4,38,7,4,10,161155,1,1,1,1,1,1,NA,NA,NA,34.5,NA,NA,9.4,4759,4173,1118,35,15.5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,15,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,21,NA,NA,23,29,NA,NA,36,39,NA,NA,18,24,NA,NA,NA,74.7,76.5,984.9,898.6,25.6,17.1,6.3,6
"32","063","01","Greene","Alabama","AL",75,"frontier status, population size, poverty, age, population density",37,9661,15,24.9,28,57.9,12,2.1,19.9,79.7,0.1,0.2,0.7,2156,210,429,524,468,0,3,1,11,3,17,6,4,6,3448520,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,7.1,2384,1287,461,31.1,10.4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,14,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,27,28,NA,NA,33,40,NA,NA,42,43,NA,NA,21,19,NA,NA,NA,72.7,76.5,1050.9,898.6,NA,17.1,NA,6
"33","065","01","Hale","Alabama","AL",76,"frontier status, population size, poverty, age, population density",38,18316,28,20.6,26.8,60.6,10.9,1.7,40.3,59.2,0.1,0.2,0.9,4080,325,877,1011,912,3,4,0,21,3,31,7,3,14,51811,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,5.2,3422,2358,825,27.3,5.5,1,1,NA,52,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,27,NA,NA,14,13,NA,NA,23,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,26,NA,NA,30,30,NA,NA,35,35,NA,NA,19,22,NA,NA,NA,72.7,76.5,1073,898.6,NA,17.1,6.9,6
"34","067","01","Henry","Alabama","AL",63,"frontier status, population size, poverty, age, population density",32,16610,30,16.3,23.7,60.4,13.9,2.1,67.6,31.7,0.2,0,2.1,3793,294,585,951,789,0,3,2,28,4,21,10,4,5,6200,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,8,2556,2583,631,18.1,30.1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,19,NA,NA,20,12,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,35,27,NA,NA,27,27,NA,NA,34,34,NA,NA,22,19,NA,NA,NA,74.5,76.5,961.4,898.6,NA,17.1,5.5,6
"35","069","01","Houston","Alabama","AL",23,"frontier status, population size, poverty, age",37,94249,162,15.3,25.9,60.2,12.1,1.8,72.2,25.9,0.4,0.7,1.6,14840,1547,3259,5260,4426,6,3,4,162,4,76,44,4,36,166337,1,1,1,1,1,1,NA,32.9,77.7,29.5,34,25,8.8,14235,9901,2416,106.1,47.7,1,2,39,58,NA,NA,25,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,19,NA,NA,21,13,NA,NA,16,21,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,34,NA,NA,24,18,NA,NA,31,30,NA,NA,21,21,NA,NA,NA,75.7,76.5,905,898.6,21.9,17.1,6.9,6
"36","071","01","Jackson","Alabama","AL",22,"frontier status, population size, poverty, age",28,53650,50,14.5,23.7,61.7,13.1,1.5,92.6,3.8,1.6,0.3,1.6,12355,1219,2452,3076,2497,1,3,3,18,3,46,1,3,16,6565659,1,1,1,1,1,1,NA,34,82.3,29.4,29.2,37,6.1,7294,7744,1978,70.8,29.8,1,2,55,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,10,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,28,NA,NA,29,28,NA,NA,37,27,NA,NA,22,20,NA,NA,NA,74.5,76.5,1027.6,898.6,22.6,17.1,7.4,6
"37","073","01","Jefferson","Alabama","AL",3,"frontier status, population size, poverty",39,657229,591,14.4,25.2,61.4,11.7,1.7,56.8,41.2,0.2,1.1,2.3,83737,12866,25084,36995,31672,12,3,20,231,3,277,169,3,277,13881314,2,1,1,2,1,1,NA,29,79.1,27.1,31.9,23.4,9.7,87428,89884,21625,154.9,71.5,1,2,48,66,NA,NA,22,NA,NA,NA,35,47,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,53,22,NA,NA,NA,50,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,26,11,NA,NA,12,12,NA,NA,14,16,NA,NA,10,NA,NA,NA,NA,10,NA,NA,NA,16,NA,NA,31,25,NA,NA,22,23,NA,NA,28,27,NA,NA,20,20,NA,NA,NA,73.6,76.5,1034.5,898.6,17.7,17.1,6.3,6
"38","075","01","Lamar","Alabama","AL",63,"frontier status, population size, poverty, age, population density",32,14962,25,16.1,22.5,60.4,15.1,2.1,88.1,11.4,0.2,0.1,1.5,3708,316,627,871,700,0,3,2,17,3,20,7,4,5,105,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,3.2,2237,2648,702,13.4,20.1,2,2,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,23,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,18,NA,NA,30,32,NA,NA,36,38,NA,NA,21,25,NA,NA,NA,73.9,76.5,1044.9,898.6,NA,17.1,NA,6
"39","077","01","Lauderdale","Alabama","AL",21,"frontier status, population size, poverty, age",44,87691,131,15.6,22.9,61.2,14.3,1.7,88.9,9.7,0.3,0.4,1.2,14143,1922,3957,5087,4340,1,3,9,45,3,57,1,3,13,150351,1,1,1,1,1,1,NA,25.8,77.1,23.8,34.7,21.1,6.7,11424,13168,3134,58.2,49,1,2,21,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,25,32,NA,NA,18,18,NA,NA,15,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,29,NA,NA,18,32,NA,NA,30,30,NA,NA,21,22,NA,NA,NA,76.4,76.5,910.9,898.6,23.4,17.1,7.4,6
"40","079","01","Lawrence","Alabama","AL",32,"frontier status, population size, poverty, age",37,34605,50,14.4,24.6,62.7,11.5,1.2,79.5,12.1,5.4,0.1,1.4,8128,811,1423,1965,1650,0,3,2,20,4,24,1,3,7,2676270,1,1,1,1,1,1,NA,31.9,85.2,19.9,NA,28.5,9.2,5396,3526,1074,28.9,8.7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,21,NA,NA,28,40,NA,NA,35,34,NA,NA,21,24,NA,NA,NA,74.3,76.5,1054.1,898.6,28.8,17.1,7.5,6
"41","081","01","Lee","Alabama","AL",22,"frontier status, population size, poverty, age",28,123254,202,15.1,25.1,66.5,7.6,0.9,74.1,23,0.2,1.8,1.6,12989,1982,3886,6997,7710,0,3,6,173,4,99,37,4,35,214408,1,1,1,1,1,1,NA,25.9,74.9,21.7,24.5,27.1,7.8,17335,9041,2465,63.3,26,1,2,46,33,NA,NA,25,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,33,NA,NA,NA,41,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,27,18,NA,NA,20,14,NA,NA,11,16,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,34,26,NA,NA,26,29,NA,NA,31,31,NA,NA,21,22,NA,NA,NA,75.3,76.5,983.4,898.6,16.6,17.1,6.1,6
"42","083","01","Limestone","Alabama","AL",19,"frontier status, population size, poverty, age",37,70469,124,11.8,24.1,64.2,10.5,1.1,85.1,13.2,0.5,0.5,3.3,12210,1370,2864,4019,3408,4,3,7,19,3,50,1,3,13,31182,1,1,1,1,1,1,NA,30.4,79.5,26,NA,25,8.1,8934,7024,1778,39.7,15.6,1,2,25,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,24,12,NA,NA,13,NA,NA,NA,19,15,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,26,24,NA,NA,34,30,NA,NA,45,45,NA,NA,17,14,NA,NA,NA,75.5,76.5,964.4,898.6,18,17.1,7.7,6
"43","085","01","Lowndes","Alabama","AL",66,"frontier status, population size, poverty, age, population density",37,13076,18,23.3,29,58.2,11.3,1.5,27.9,71.7,0.1,0.1,0.8,2939,361,462,703,634,0,3,0,11,3,24,2,3,20,269742,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,9.6,2951,1326,507,15.3,7.6,1,2,NA,46,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,23,NA,NA,NA,13,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,32,24,NA,NA,32,38,NA,NA,40,44,NA,NA,23,18,NA,NA,NA,71.7,76.5,1075.8,898.6,NA,17.1,7.7,6
"44","087","01","Macon","Alabama","AL",44,"frontier status, population size, poverty, age",33,22810,37,25.8,27,58.6,12.4,2,15.7,82.8,0.1,0.9,1,4027,444,850,1267,1319,0,3,2,29,4,29,24,4,12,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,15.7,13.6,4325,2862,781,26.3,21.9,1,1,NA,51,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,12,NA,NA,NA,14,NA,NA,19,17,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,31,31,NA,NA,28,33,NA,NA,37,35,NA,NA,20,24,NA,NA,NA,71.9,76.5,1091.8,898.6,22.8,17.1,5.5,6
"45","089","01","Madison","Alabama","AL",4,"frontier status, population size, poverty",25,298192,370,10.9,25.5,62.5,10.9,1.1,71.7,23.5,0.8,2.1,2.2,28690,4944,9467,16746,14705,5,3,9,105,3,120,17,3,51,922380,1,1,1,1,1,1,NA,22.9,75.6,23.1,24.9,21.3,6.5,35743,32428,5431,95.2,46.6,1,2,33,54,NA,NA,29,25,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,33,NA,NA,NA,30,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,18,16,NA,NA,18,12,NA,NA,16,21,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,28,NA,NA,24,27,NA,NA,29,26,NA,NA,22,22,NA,NA,NA,76.1,76.5,905.8,898.6,13.7,17.1,6.3,6
"46","091","01","Marengo","Alabama","AL",67,"frontier status, population size, poverty, age, population density",31,21879,22,20.1,27.8,57.9,12.5,1.8,47.1,52.2,0.1,0.3,1.8,3964,453,857,1193,1055,1,3,0,43,4,36,19,4,14,550529,1,1,1,1,1,1,NA,NA,NA,NA,NA,15.6,11.3,4074,2816,862,54.8,13.7,1,2,NA,33,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,25,NA,NA,12,13,NA,NA,19,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,34,26,NA,NA,34,30,NA,NA,33,32,NA,NA,23,21,NA,NA,NA,74,76.5,1034.4,898.6,NA,17.1,9.3,6
"47","093","01","Marion","Alabama","AL",49,"frontier status, population size, poverty, age, population density",35,30154,41,16.8,22.4,60.7,14.8,2.2,95,3.9,0.3,0.2,1.5,7912,553,1450,1758,1393,1,3,2,32,4,20,3,3,6,662356,1,1,1,1,1,1,NA,NA,84.8,30.9,NA,NA,10.1,5205,4619,1284,53.1,26.5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,11,NA,NA,NA,29,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,30,NA,NA,NA,36,25,NA,NA,20,25,NA,NA,NA,73.9,76.5,999.8,898.6,27.7,17.1,6.4,6
"48","095","01","Marshall","Alabama","AL",22,"frontier status, population size, poverty, age",28,85634,151,15.2,25.7,60.4,12.5,1.4,96.6,1.6,0.5,0.4,8.5,17599,1461,3402,4779,3984,3,3,4,37,3,70,7,3,25,220359,1,1,1,1,1,1,NA,34.8,82.1,27.5,36.8,31.6,7.2,14593,12686,3083,63.1,33.9,2,2,41,NA,NA,NA,21,NA,NA,NA,43,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,13,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,29,NA,NA,NA,36,31,NA,NA,20,18,NA,NA,NA,73.9,76.5,1066.2,898.6,22.5,17.1,8.2,6
"49","097","01","Mobile","Alabama","AL",5,"frontier status, population size, poverty",25,401427,326,18.5,27.6,60.3,10.8,1.3,62.2,34.5,0.7,1.6,1.3,59807,8140,9386,21921,19559,3,3,12,354,4,204,534,4,156,21502254,1,1,1,2,1,1,NA,30.8,76.2,26.6,27.2,25.1,6.6,65687,47123,12197,95.4,38.4,1,2,36,53,NA,NA,21,15,NA,NA,56,44,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,64,23,NA,NA,NA,42,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,29,13,NA,NA,15,12,NA,NA,12,15,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,14,NA,NA,32,30,31,NA,25,25,23,NA,32,34,26,40,22,22,35,30,NA,73.5,76.5,1030.7,898.6,19.2,17.1,7,6
"50","099","01","Monroe","Alabama","AL",67,"frontier status, population size, poverty, age, population density",31,23733,23,17.7,27.4,58.4,12.3,1.9,57,41,1,0.3,0.8,4953,538,802,1299,1132,0,3,0,43,4,39,16,4,15,4478917,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,8.1,4269,3035,889,50.6,29.5,1,2,NA,52,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,31,21,NA,NA,14,NA,NA,NA,NA,15,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,38,22,NA,NA,22,32,NA,NA,31,36,NA,NA,20,20,NA,NA,NA,74.7,76.5,957.4,898.6,11.7,17.1,6.5,6
"51","101","01","Montgomery","Alabama","AL",7,"frontier status, population size, poverty",33,221619,281,18,27.3,60.9,10.3,1.5,45.1,52.5,0.2,1.2,1.4,27476,4395,7028,12171,11178,4,4,13,186,4,127,76,4,120,525979,1,1,1,1,1,1,NA,28.2,75.6,23.9,27.8,20.7,8.5,32259,25495,6378,107.4,49.2,1,2,52,56,NA,NA,28,17,NA,NA,NA,31,NA,NA,NA,10,NA,NA,NA,10,NA,NA,53,34,NA,NA,13,33,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,18,11,NA,NA,NA,12,NA,NA,19,16,NA,NA,13,NA,NA,NA,NA,14,NA,NA,NA,13,NA,NA,34,28,NA,NA,21,22,NA,NA,30,28,NA,NA,22,23,NA,NA,NA,74.6,76.5,974,898.6,16.3,17.1,6,6
"52","103","01","Morgan","Alabama","AL",14,"frontier status, population size, poverty, age",40,113740,195,13.2,24.8,62,11.8,1.4,85.7,11.8,0.7,0.7,4.6,18217,2266,4163,6428,5407,1,3,3,39,4,44,11,4,13,4780002,1,1,1,1,1,1,NA,23.4,74.5,22.5,32.7,28.9,6.7,16097,14763,3367,76.5,41.3,1,2,23,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,20,15,NA,NA,15,26,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,33,31,NA,NA,30,34,NA,NA,31,24,NA,NA,21,21,NA,NA,NA,75.2,76.5,968.7,898.6,18.3,17.1,6.9,6
"53","105","01","Perry","Alabama","AL",75,"frontier status, population size, poverty, age, population density",37,11371,16,28.6,31.6,54.2,12.3,1.9,30,69.6,0.1,0.1,0.9,2502,288,476,592,581,0,3,1,2,3,20,6,4,7,1052,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,2776,1538,487,35.2,26.4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,13,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,22,NA,NA,20,22,NA,NA,27,29,NA,NA,20,19,NA,NA,NA,73.2,76.5,1173.9,898.6,NA,17.1,NA,6
"54","107","01","Pickens","Alabama","AL",76,"frontier status, population size, poverty, age, population density",38,20178,23,19.3,26.3,57.6,14.1,2,57.2,42.4,0.1,0.1,0.8,4021,397,872,1121,973,0,3,0,34,3,38,4,3,17,60,1,1,1,1,1,1,NA,NA,NA,NA,NA,15.2,12.8,3606,3147,929,49.6,9.9,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,31,19,NA,NA,NA,18,NA,NA,20,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,28,NA,NA,34,32,NA,NA,40,36,NA,NA,21,25,NA,NA,NA,73.5,76.5,1040.1,898.6,20.7,17.1,6.6,6
"55","109","01","Pike","Alabama","AL",35,"frontier status, population size, poverty, age",27,29639,44,20.3,25.4,62,11.4,1.2,60.2,36.8,0.6,1,1.6,5590,545,1040,1668,1638,0,3,1,51,4,24,7,3,18,3133084,1,1,1,1,1,1,NA,24.2,NA,29.1,NA,16.5,11.3,5696,3917,1180,57.4,27,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,20,NA,NA,NA,NA,NA,NA,28,11,NA,NA,18,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,32,25,NA,NA,28,29,NA,NA,44,40,NA,NA,17,20,NA,NA,NA,73.7,76.5,1112.5,898.6,22,17.1,6.7,6
"56","111","01","Randolph","Alabama","AL",72,"frontier status, population size, poverty, age, population density",32,22717,39,15.7,25.1,58.5,14.4,2,76.8,22.1,0.3,0.4,1.3,5839,535,956,1281,1084,1,3,0,23,3,33,1,3,9,21996,1,1,1,1,1,1,NA,35.2,NA,NA,NA,22.1,8.1,3575,3357,869,26.4,17.6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,39,17,NA,NA,14,15,NA,NA,13,17,NA,NA,11,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,28,22,NA,NA,29,31,NA,NA,36,34,NA,NA,19,21,NA,NA,NA,74.9,76.5,1000.4,898.6,17.3,17.1,8.4,6
