County_FIPS_Code,State_FIPS_Code,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Strata_ID_Number,Strata_Determining_Factors,Number_Counties,Population_Size,Population_Density,Poverty,Age_19_Under,Age_19_64,Age_65_84,Age_85_and_Over,White,Black,Native_American,Asian,Hispanic,No_HS_Diploma,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Ecol_Rpt,Ecol_Rpt_Ind,Ecol_Exp,Salm_Rpt,Salm_Rpt_Ind,Salm_Exp,Shig_Rpt,Shig_Rpt_Ind,Shig_Exp,Toxic_Chem,Carbon_Monoxide_Ind,Nitrogen_Dioxide_Ind,Sulfur_Dioxide_Ind,Ozone_Ind,Particulate_Matter_Ind,Lead_Ind,EH_Time_Span,No_Exercise,Few_Fruit_Veg,Obesity,High_Blood_Pres,Smoker,Diabetes,Uninsured,Elderly_Medicare,Disabled_Medicare,Prim_Care_Phys_Rate,Dentist_Rate,Community_Health_Center_Ind,HPSA_Ind,A_Wh_Comp,A_Bl_Comp,A_Ot_Comp,A_Hi_Comp,A_Wh_BirthDef,A_Bl_BirthDef,A_Ot_BirthDef,A_Hi_BirthDef,B_Wh_Injury,B_Bl_Injury,B_Ot_Injury,B_Hi_Injury,B_Wh_Cancer,B_Bl_Cancer,B_Ot_Cancer,B_Hi_Cancer,B_Wh_Homicide,B_Bl_Homicide,B_Ot_Homicide,B_Hi_Homicide,C_Wh_Injury,C_Bl_Injury,C_Ot_Injury,C_Hi_Injury,C_Wh_Homicide,C_Bl_Homicide,C_Ot_homicide,C_Hi_Homicide,C_Wh_Suicide,C_Bl_Suicide,C_Ot_Suicide,C_Hi_Suicide,C_Wh_Cancer,C_Bl_Cancer,C_Ot_Cancer,C_Hi_Cancer,D_Wh_Injury,D_Bl_Injury,D_Ot_Injury,D_Hi_Injury,D_Wh_Cancer,D_Bl_Cancer,D_Ot_Cancer,D_Hi_Cancer,D_Wh_HeartDis,D_Bl_HeartDis,D_Ot_HeartDis,D_Hi_HeartDis,D_Wh_Suicide,D_Bl_Suicide,D_Ot_Suicide,D_Hi_Suicide,D_Wh_HIV,D_Bl_HIV,D_Ot_HIV,D_Hi_HIV,D_Wh_Homicide,D_Bl_Homicide,D_Ot_Homicide,D_Hi_Homicide,E_Wh_Cancer,E_Bl_Cancer,E_Ot_Cancer,E_Hi_Cancer,E_Wh_HeartDis,E_Bl_HeartDis,E_Ot_HeartDis,E_Hi_HeartDis,F_Wh_HeartDis,F_Bl_HeartDis,F_Ot_HeartDis,F_Hi_HeartDis,F_Wh_Cancer,F_Bl_Cancer,F_Ot_Cancer,F_Hi_Cancer,LCD_Time_Span,ALE,US_ALE,All_Death,US_All_Death,Health_Status,US_Health_Status,Unhealthy_Days,US_Unhealthy_Days,Suicide,LBW,VLBW,Premature,Under_18,Over_40,Unmarried,Late_Care,Infant_Mortality,IM_Hisp,IM_Neonatal,IM_Postneonatal,Brst_Cancer,Col_Cancer,CHD,Homicide,Lung_Cancer,MVA,Stroke,Suicide..160,Injury,Total_Births,Total_Deaths
43,1,Cullman,Alabama,AL,21,"frontier status, population size, poverty, age",44,79886,108,13.3,23.9,61.3,13.3,1.5,97.3,1.2,0.4,0.3,3.1,16275,1367,3993,4572,3803,0,3,8,60,4,51,15,4,12,1565840,1,1,1,1,1,1,NA,29.4,76.2,22.2,35,27.6,10,11912,11129,2400,53.8,22.5,1,2,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,15,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,32,NA,NA,NA,34,36,NA,NA,19,24,NA,NA,NA,75.3,76.5,1028.7,898.6,23.8,17.1,8.2,6,9.1,8.8,1.2,14.5,4.6,1.2,20.7,11,6.9,NA,5.1,1.8,26.6,16.7,203.6,NA,67.7,28.6,71.1,9.1,24.6,4897,4405
45,1,Dale,Alabama,AL,33,"frontier status, population size, poverty, age",41,48748,87,15.8,27.7,59.4,11.8,1.2,75.5,20.9,0.5,1.3,3.2,7021,828,1811,2655,2280,0,3,2,73,4,42,17,4,17,90996,1,1,1,1,1,1,NA,30.4,79.5,25,NA,29.3,12.1,7831,7809,2314,24.6,22.6,2,1,40,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,32,NA,NA,12,14,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,37,NA,NA,23,20,NA,NA,36,31,NA,NA,20,20,NA,NA,NA,75.5,76.5,987.4,898.6,23.9,17.1,5.8,6,10.8,8.4,1.6,14.1,4.1,0.9,28.1,12.6,7.9,NA,5.3,2.6,19.3,20,195.9,4.2,72.3,24.5,56.7,10.8,24,3789,2259
47,1,Dallas,Alabama,AL,52,"frontier status, population size, poverty, age, population density",40,44366,45,25,29,57.4,12.1,1.5,32.4,66.9,0.1,0.3,0.6,8207,1260,2183,2378,2155,0,3,0,30,3,44,9,3,21,2011358,1,1,1,1,1,1,NA,31.5,85.9,36.6,NA,20.4,11.5,9242,6424,2302,101.4,38.3,1,2,NA,42,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,17,NA,NA,15,13,NA,NA,15,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,30,24,NA,NA,25,30,NA,NA,31,36,NA,NA,20,21,NA,NA,NA,72.1,76.5,1136,898.6,25.1,17.1,7,6,8.4,11.6,2.5,17.6,9.1,1.1,66.6,30.5,9.6,NA,4.5,5,26.1,31.5,185.3,13.6,65.9,27.7,81.4,8.4,28.1,3767,2752
49,1,DeKalb,Alabama,AL,24,"frontier status, population size, poverty, age",35,67271,86,15.1,25,61.2,12.3,1.6,96,1.8,0.8,0.3,8.8,16525,1414,2949,3790,3150,2,4,3,21,3,46,12,4,23,217675,1,1,1,1,1,1,NA,37,80.7,24.3,35.3,19.1,7.8,12260,8411,2351,34.2,19.3,1,2,33,NA,NA,NA,18,NA,NA,NA,42,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,17,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,31,NA,NA,NA,39,49,NA,NA,18,17,NA,NA,NA,75.1,76.5,960.6,898.6,22,17.1,7.2,6,10.9,9.1,1.4,15.8,5.5,0.9,26.6,22,7.7,8.9,3.9,3.9,23.1,13.7,171.9,4.2,49.9,30.3,58.6,10.9,26.7,4665,3326
51,1,Elmore,Alabama,AL,19,"frontier status, population size, poverty, age",37,73937,119,12.5,25.1,64,9.8,1.2,77.3,20.7,0.4,0.5,1.7,10979,1091,2028,4170,3646,3,3,7,70,4,51,15,4,14,74339,1,1,1,1,1,1,NA,27.7,85,24.8,23,22.6,5.5,8320,7792,2167,33.8,16.2,1,2,25,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,22,19,NA,NA,17,NA,NA,NA,14,12,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,27,NA,NA,26,33,NA,NA,32,31,NA,NA,22,17,NA,NA,NA,75.2,76.5,946.9,898.6,15.1,17.1,5.8,6,8.5,8.6,1.7,14.2,4.8,1.5,31,13.3,7.6,NA,4.7,3,34.1,16.9,138.8,5.2,63.8,19,60.4,8.5,26.3,4707,2823
53,1,Escambia,Alabama,AL,51,"frontier status, population size, poverty, age, population density",33,38082,40,18.6,24.4,61.4,12.5,1.7,64.3,31.7,2.9,0.3,1,8120,721,1763,2165,1834,1,4,0,51,4,38,25,4,21,2302304,1,1,1,1,1,1,NA,34.3,87.1,33.7,NA,26.1,11.4,6490,5064,1476,57.8,26.3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,12,NA,NA,NA,13,NA,NA,14,19,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,32,21,NA,NA,31,32,NA,NA,32,28,62,NA,20,20,14,NA,NA,73.2,76.5,1042.6,898.6,31.2,17.1,7.5,6,11,11.2,2.7,16.9,6,1.5,43,21.3,12.3,NA,7.9,4.4,32.3,14.4,221.2,6.9,67.1,29.1,72,11,25.2,2519,2151
55,1,Etowah,Alabama,AL,6,"frontier status, population size, poverty",53,103189,193,15.7,24,60.3,13.9,1.8,83.8,14.6,0.3,0.5,2.4,18341,1982,4505,5897,4895,0,3,3,35,3,49,8,3,31,1619985,1,1,1,1,1,1,NA,34.1,81.4,27.1,38.2,31.5,10.2,16180,15265,4508,72.7,42.6,1,2,25,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,17,NA,NA,11,NA,NA,NA,23,21,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,29,21,NA,NA,34,37,NA,NA,32,28,NA,NA,19,22,NA,NA,NA,73.5,76.5,1091.5,898.6,24.1,17.1,8,6,15.7,8.5,1.3,13.6,5.9,1,30.2,19.1,8.7,NA,4.5,4.2,27.7,16.2,188.6,10.8,71.7,21.8,63.5,15.7,24.6,3810,4020
57,1,Fayette,Alabama,AL,63,"frontier status, population size, poverty, age, population density",32,18228,29,16.1,23.5,60.4,13.6,2.4,87.4,11.8,0.2,0.3,0.9,4298,315,931,1049,862,0,3,2,32,4,24,1,3,6,71686,1,1,1,1,1,1,NA,NA,NA,32.7,NA,21.2,12.7,2358,2544,731,60.3,16.5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,21,19,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,14,NA,NA,31,35,NA,NA,31,36,NA,NA,39,37,NA,NA,19,20,NA,NA,NA,73.9,76.5,979.6,898.6,32.7,17.1,10,6,12,8.7,1.4,13.4,8.1,0.7,22.6,11.7,7.3,NA,5.2,2.1,19.2,15.6,157.6,7.4,60,36.4,61.4,12,25.7,2145,2224
59,1,Franklin,Alabama,AL,49,"frontier status, population size, poverty, age, population density",35,30737,48,17.4,24.6,60.2,13.7,1.5,94.1,4.2,0.4,0.6,10.7,7922,664,1479,1742,1456,0,3,2,26,4,20,4,4,6,93630,1,1,1,1,1,1,NA,28.9,85.5,NA,NA,NA,7.2,5977,4871,1320,35.8,22.8,1,2,50,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,20,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,30,NA,NA,29,35,NA,NA,35,31,NA,NA,19,22,NA,NA,NA,73.6,76.5,1091.7,898.6,25,17.1,NA,6,13.8,7.7,1.3,14.2,5.1,0.7,20.4,19.4,11.5,NA,8.3,3.2,33.3,15.5,173.3,NA,70.1,41.9,87,13.8,30.9,2169,1902
61,1,Geneva,Alabama,AL,64,"frontier status, population size, poverty, age, population density",41,25735,45,17.6,22.9,59.9,15.1,2.1,87.8,10.8,0.7,0.2,2,6209,409,1293,1492,1218,2,4,3,69,4,38,7,4,10,161155,1,1,1,1,1,1,NA,NA,NA,34.5,NA,NA,9.4,4759,4173,1118,35,15.5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,15,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,21,NA,NA,23,29,NA,NA,36,39,NA,NA,18,24,NA,NA,NA,74.7,76.5,984.9,898.6,25.6,17.1,6.3,6,13.3,7.7,0.7,11.9,7.2,0.6,25.3,19.4,7.1,NA,3.3,3.7,22.8,14.6,212,8.6,68.3,34.8,63.2,13.3,25.5,3007,3080
63,1,Greene,Alabama,AL,75,"frontier status, population size, poverty, age, population density",37,9661,15,24.9,28,57.9,12,2.1,19.9,79.7,0.1,0.2,0.7,2156,210,429,524,468,0,3,1,11,3,17,6,4,6,3448520,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,7.1,2384,1287,461,31.1,10.4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,14,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,27,28,NA,NA,33,40,NA,NA,42,43,NA,NA,21,19,NA,NA,NA,72.7,76.5,1050.9,898.6,NA,17.1,NA,6,15,13.4,3.2,18.9,9.5,1.5,70.8,37,10.2,NA,5.8,4.4,39.4,16.9,151.1,24,51.5,41.9,53.2,15,25.9,1568,1193
65,1,Hale,Alabama,AL,76,"frontier status, population size, poverty, age, population density",38,18316,28,20.6,26.8,60.6,10.9,1.7,40.3,59.2,0.1,0.2,0.9,4080,325,877,1011,912,3,4,0,21,3,31,7,3,14,51811,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,5.2,3422,2358,825,27.3,5.5,1,1,NA,52,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,27,NA,NA,14,13,NA,NA,23,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,26,NA,NA,30,30,NA,NA,35,35,NA,NA,19,22,NA,NA,NA,72.7,76.5,1073,898.6,NA,17.1,6.9,6,7,11.5,2.9,17,9,1.1,54.1,27,13.8,NA,8.2,5.6,29.5,21.4,184.8,11.1,61.7,40.4,82.7,7,24.7,2568,1960
67,1,Henry,Alabama,AL,63,"frontier status, population size, poverty, age, population density",32,16610,30,16.3,23.7,60.4,13.9,2.1,67.6,31.7,0.2,0,2.1,3793,294,585,951,789,0,3,2,28,4,21,10,4,5,6200,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,8,2556,2583,631,18.1,30.1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,19,NA,NA,20,12,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,35,27,NA,NA,27,27,NA,NA,34,34,NA,NA,22,19,NA,NA,NA,74.5,76.5,961.4,898.6,NA,17.1,5.5,6,8.9,9.7,2.6,13.9,6.3,1,37.5,18.1,7.6,NA,6.5,1.1,31.4,17.2,181.8,9.7,62.8,31.8,78.7,8.9,15.8,2070,1898
69,1,Houston,Alabama,AL,23,"frontier status, population size, poverty, age",37,94249,162,15.3,25.9,60.2,12.1,1.8,72.2,25.9,0.4,0.7,1.6,14840,1547,3259,5260,4426,6,3,4,162,4,76,44,4,36,166337,1,1,1,1,1,1,NA,32.9,77.7,29.5,34,25,8.8,14235,9901,2416,106.1,47.7,1,2,39,58,NA,NA,25,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,19,NA,NA,21,13,NA,NA,16,21,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,34,NA,NA,24,18,NA,NA,31,30,NA,NA,21,21,NA,NA,NA,75.7,76.5,905,898.6,21.9,17.1,6.9,6,7.6,8.6,2.1,13.1,5.2,1.1,36.9,18.1,8,NA,5.1,2.9,29,16.8,152.8,5.4,61.3,22.9,55.8,7.6,19.1,6497,4329
71,1,Jackson,Alabama,AL,22,"frontier status, population size, poverty, age",28,53650,50,14.5,23.7,61.7,13.1,1.5,92.6,3.8,1.6,0.3,1.6,12355,1219,2452,3076,2497,1,3,3,18,3,46,1,3,16,6565659,1,1,1,1,1,1,NA,34,82.3,29.4,29.2,37,6.1,7294,7744,1978,70.8,29.8,1,2,55,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,10,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,28,NA,NA,29,28,NA,NA,37,27,NA,NA,22,20,NA,NA,NA,74.5,76.5,1027.6,898.6,22.6,17.1,7.4,6,12.5,9.3,1.6,14.4,4.5,0.6,27.6,13.6,6.4,NA,4.6,1.8,26.4,19.7,187.2,5.2,69.3,32.2,63.8,12.5,27.6,3279,2871
73,1,Jefferson,Alabama,AL,3,"frontier status, population size, poverty",39,657229,591,14.4,25.2,61.4,11.7,1.7,56.8,41.2,0.2,1.1,2.3,83737,12866,25084,36995,31672,12,3,20,231,3,277,169,3,277,13881314,2,1,1,2,1,1,NA,29,79.1,27.1,31.9,23.4,9.7,87428,89884,21625,154.9,71.5,1,2,48,66,NA,NA,22,NA,NA,NA,35,47,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,53,22,NA,NA,NA,50,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,26,11,NA,NA,12,12,NA,NA,14,16,NA,NA,10,NA,NA,NA,NA,10,NA,NA,NA,16,NA,NA,31,25,NA,NA,22,23,NA,NA,28,27,NA,NA,20,20,NA,NA,NA,73.6,76.5,1034.5,898.6,17.7,17.1,6.3,6,11.3,10.8,2.4,16,4.7,2,40.2,18.1,11.3,8,7.6,3.7,27.2,22,145.6,17,59.6,17.3,80.7,11.3,28.8,27118,21937
75,1,Lamar,Alabama,AL,63,"frontier status, population size, poverty, age, population density",32,14962,25,16.1,22.5,60.4,15.1,2.1,88.1,11.4,0.2,0.1,1.5,3708,316,627,871,700,0,3,2,17,3,20,7,4,5,105,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,3.2,2237,2648,702,13.4,20.1,2,2,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,23,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,18,NA,NA,30,32,NA,NA,36,38,NA,NA,21,25,NA,NA,NA,73.9,76.5,1044.9,898.6,NA,17.1,NA,6,13.7,8.9,2.5,14,4.8,0.6,20.3,10.8,15.6,NA,12,3.6,23.9,21.6,167.3,NA,64.9,44.7,71.6,13.7,29.8,1870,1985
77,1,Lauderdale,Alabama,AL,21,"frontier status, population size, poverty, age",44,87691,131,15.6,22.9,61.2,14.3,1.7,88.9,9.7,0.3,0.4,1.2,14143,1922,3957,5087,4340,1,3,9,45,3,57,1,3,13,150351,1,1,1,1,1,1,NA,25.8,77.1,23.8,34.7,21.1,6.7,11424,13168,3134,58.2,49,1,2,21,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,25,32,NA,NA,18,18,NA,NA,15,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,29,NA,NA,18,32,NA,NA,30,30,NA,NA,21,22,NA,NA,NA,76.4,76.5,910.9,898.6,23.4,17.1,7.4,6,12.6,9.6,1.3,17.6,3.9,1.1,26.9,7.3,5.4,NA,2.8,2.6,25.8,18.5,133.4,4,60.5,22.3,71.5,12.6,22.2,4995,4541
79,1,Lawrence,Alabama,AL,32,"frontier status, population size, poverty, age",37,34605,50,14.4,24.6,62.7,11.5,1.2,79.5,12.1,5.4,0.1,1.4,8128,811,1423,1965,1650,0,3,2,20,4,24,1,3,7,2676270,1,1,1,1,1,1,NA,31.9,85.2,19.9,NA,28.5,9.2,5396,3526,1074,28.9,8.7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,21,NA,NA,28,40,NA,NA,35,34,NA,NA,21,24,NA,NA,NA,74.3,76.5,1054.1,898.6,28.8,17.1,7.5,6,10.9,8.2,1.6,12.9,5.5,1,28,13.1,5.3,NA,2.9,2.4,19.1,14.3,207.7,6.1,59.1,35,78,10.9,27,2080,1740
81,1,Lee,Alabama,AL,22,"frontier status, population size, poverty, age",28,123254,202,15.1,25.1,66.5,7.6,0.9,74.1,23,0.2,1.8,1.6,12989,1982,3886,6997,7710,0,3,6,173,4,99,37,4,35,214408,1,1,1,1,1,1,NA,25.9,74.9,21.7,24.5,27.1,7.8,17335,9041,2465,63.3,26,1,2,46,33,NA,NA,25,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,33,NA,NA,NA,41,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,27,18,NA,NA,20,14,NA,NA,11,16,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,34,26,NA,NA,26,29,NA,NA,31,31,NA,NA,21,22,NA,NA,NA,75.3,76.5,983.4,898.6,16.6,17.1,6.1,6,9.9,7.9,1.8,12.3,4.5,1.7,23.4,14.2,8.3,NA,4.6,3.6,29,18,164.7,8.7,55.1,19.1,75.1,9.9,17.8,7131,3852
83,1,Limestone,Alabama,AL,19,"frontier status, population size, poverty, age",37,70469,124,11.8,24.1,64.2,10.5,1.1,85.1,13.2,0.5,0.5,3.3,12210,1370,2864,4019,3408,4,3,7,19,3,50,1,3,13,31182,1,1,1,1,1,1,NA,30.4,79.5,26,NA,25,8.1,8934,7024,1778,39.7,15.6,1,2,25,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,24,12,NA,NA,13,NA,NA,NA,19,15,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,26,24,NA,NA,34,30,NA,NA,45,45,NA,NA,17,14,NA,NA,NA,75.5,76.5,964.4,898.6,18,17.1,7.7,6,13.4,9,1.5,14.7,5.2,1.4,25.6,15.6,7.3,NA,4,3.3,20.5,18.7,167.7,4.6,48.2,29.8,62.9,13.4,20.4,4244,2826
85,1,Lowndes,Alabama,AL,66,"frontier status, population size, poverty, age, population density",37,13076,18,23.3,29,58.2,11.3,1.5,27.9,71.7,0.1,0.1,0.8,2939,361,462,703,634,0,3,0,11,3,24,2,3,20,269742,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,9.6,2951,1326,507,15.3,7.6,1,2,NA,46,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,23,NA,NA,NA,13,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,32,24,NA,NA,32,38,NA,NA,40,44,NA,NA,23,18,NA,NA,NA,71.7,76.5,1075.8,898.6,NA,17.1,7.7,6,8.2,11.6,2.4,20.2,9.9,0.5,65,23.5,12.6,NA,7.9,4.7,19.9,14.2,112.1,28,45.4,49.2,62.5,8.2,25.6,2108,1364
87,1,Macon,Alabama,AL,44,"frontier status, population size, poverty, age",33,22810,37,25.8,27,58.6,12.4,2,15.7,82.8,0.1,0.9,1,4027,444,850,1267,1319,0,3,2,29,4,29,24,4,12,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,15.7,13.6,4325,2862,781,26.3,21.9,1,1,NA,51,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,12,NA,NA,NA,14,NA,NA,19,17,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,31,31,NA,NA,28,33,NA,NA,37,35,NA,NA,20,24,NA,NA,NA,71.9,76.5,1091.8,898.6,22.8,17.1,5.5,6,11.7,11.1,2.6,17.5,9.3,1.6,60.5,30.2,13,NA,7.2,5.8,25.9,30.8,243.7,24.8,57.1,22.8,67.4,11.7,31.6,3113,2801
89,1,Madison,Alabama,AL,4,"frontier status, population size, poverty",25,298192,370,10.9,25.5,62.5,10.9,1.1,71.7,23.5,0.8,2.1,2.2,28690,4944,9467,16746,14705,5,3,9,105,3,120,17,3,51,922380,1,1,1,1,1,1,NA,22.9,75.6,23.1,24.9,21.3,6.5,35743,32428,5431,95.2,46.6,1,2,33,54,NA,NA,29,25,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,33,NA,NA,NA,30,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,18,16,NA,NA,18,12,NA,NA,16,21,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,28,NA,NA,24,27,NA,NA,29,26,NA,NA,22,22,NA,NA,NA,76.1,76.5,905.8,898.6,13.7,17.1,6.3,6,10.6,9.2,1.5,15.1,4,2.3,29.3,8.5,9.1,NA,5.5,3.6,30.9,17,114.2,6,58.2,16.5,60,10.6,20.4,10693,6626
